Year,Project,Trip No,Vessel Name,Trip Comments,Set No,Longline System,Station No,Area Description,G Stat Area,Start Latitude Decimal Degrees,Start Longitude Decimal Degree,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Buoy Onboard,Time First Anchor Onboard,Time Second Anchor Onboard,Start Depth Fathoms,End Depth Fathoms,Avg Depth Fathoms,Substrate Type,Haul Back Order,Wind Direction,Wind Speed Knots,Set Comment,Subset No,Subset Condition,Subset Comments,Hooks - Total Number,Hooks - Number with Bait,Hooks - Number Bare,Hooks - Number Invalid,Sablefish,Dogfish,Sleeper Shark
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",13,Valid,EE VERIFIED 6/4/20,45,4,19,0,15,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",14,Not Valid; orca,"WHlALES PRESENT SKATE INVALID EE VERIFIED 6/4/20",43,2,20,0,17,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",15,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",44,15,17,0,2,1,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",16,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",44,3,31,0,5,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",17,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",45,6,32,0,1,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",18,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",48,8,35,0,0,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",19,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",43,11,28,0,0,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",20,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EEVERIFIED 6/4/20",43,3,30,0,1,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",21,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",43,3,32,0,0,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",22,Not Valid; orca,"WHALE PRESENT  + 33 HOOK SNARL WITH SKATE 23; 17 INVALID HOOKS ADDED TO ACCOUNT FOR SNARL AND BRING HOOK TOTAL TO 45 FOR SKATE SKATE INVALID ; EE VERIFIED 6/4/20",45,3,22,17,1,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",23,Not Valid; orca,"WHALE PRESENT + 33 HOOK SNARL WITH SKATE 22; 16 INVALID HOOKS ADDED TO ACCOUNT FOR SNARL AND TO BRING HOOK TOTAL TO 45 FOR SKATE ; SKATE INVALID ; EE VERIFIED 6/4/20",45,7,19,16,0,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",24,Not Valid; orca,"WHALE PRESENT SKATE INVALID  EE VERIFIED 6/4/20",44,1,23,18,0,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,3,ADFG Conventional,128,Cape Muzon,325431,54.69361,-132.6861,54.68833,-132.7414,2020-05-13 13:58:15,2020-05-13 18:53:07,2020-05-13 13:32:37,2020-05-13 19:06:18,200,205,205,Mud/Gravel,Same,W,0-5 kts,"countbacks recorded on paper due ro tablet problem ENETERED BY EE; LAT LONG UPDATED WITH PAPER FORM VERIFIED EE 6/10/20",25,Valid,EE VERIFIED 6/4/20,48,5,36,0,0,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",1,Valid,EE VERIFIED 6/4/20,45,0,39,0,5,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",2,Valid,EE VERIFIED 6/4/20,43,0,25,0,12,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",3,Valid,"SNARL, ADDED 2 INVALID HOOKS TO BRING TOTAL TO 45 TO ACCOUNT FOR SNARL EE VERIFIED 6/4/20",45,0,25,3,7,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",4,Valid,EE VERIFIED 6/4/20,44,0,36,0,1,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",5,Valid,"CHANGED PACIFIC HAGFSH TO BLACK HAGFISH EE VERIFIED 6/4/20",45,0,26,0,6,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",6,Valid,"CHANGED PACIFIC HAGFISH TO BLACK HAGFISH  EE VERIFIED 6/4/20",44,2,14,0,13,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",7,Valid,EE VERIFIED 6/4/20,45,0,23,0,11,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",8,Valid,EE VERIFIED 6/4/20,45,0,19,0,11,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",9,Valid,EE VERIFIED 64/20,43,0,21,0,15,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",10,Valid,EE VERIFIED 6/5/20,42,2,26,0,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",11,Valid,EE VERIFIED 6/5/20,45,0,28,0,15,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",12,Valid,EE VERIFIED 6/5/20,45,2,29,0,9,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",13,Valid,EE VERIFIED 6/5/20,44,0,29,0,6,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",14,Valid,EE VERIFIED 6/5/20,46,0,22,0,7,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",15,Valid,EE VERIFIED 6/5/20,42,1,23,0,11,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",16,Not Valid,"20 HOOK SNARL, SKATE INVALID  EE VERIFIED 6/5/20",45,1,15,20,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",17,Valid,EE VERIFIED 6/5/20,44,2,27,0,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",18,Valid,EE VERIFIED 6/5/20,45,0,35,0,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",19,Valid,EE VERIFIED 6/5/20,45,1,32,0,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",20,Valid,EE VERIFIED 6/5/20,43,0,23,0,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",21,Valid,EE VERIFIED 6/5/20,43,2,27,0,6,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",22,Valid,EE VERIFIED 6/5/20,45,2,27,0,9,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",23,Valid,"ADDED 2 INVALID HOOKS TO ACCOUNT FOR SNARL AND BRING HOOK TOTAL TO 45; EE VERIFIED 6/5/20",45,3,27,4,9,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",24,Valid,"2 HOOK SNARL  EE VERIFIED 6/5/20",45,0,26,2,17,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,4,ADFG Conventional,110,Percy Island,315432,55.02083,-131.9439,55.16139,-131.9267,2020-05-15 05:53:53,2020-05-15 08:55:11,2020-05-15 09:03:26,2020-05-15 10:28:26,232,224,232,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM EE VERIFIED 6/10/20",25,Valid,"ADD 4 INVALID HOOKS TO ACCOUNT FOR SNARL AND BRING HOOK TOTAL TO 45; EE VERIFIED 6/5/20",45,1,28,7,8,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",1,Valid,"1 hook snarl EE VERIFIED 6/8/20",47,0,36,1,9,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",2,Valid,EE VERIFIED 6/8/20,43,1,38,0,3,1,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",3,Valid,EE VERIFIED 6/8/20,45,0,33,1,7,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",4,Valid,"3 HOOK SNARL EE VERIFIED 6/8/20",45,0,38,3,4,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",5,Valid,EE VERIFIED 6/8/20,45,0,42,0,3,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",6,Valid,"PACIFIC HAGFISH CHANGED TO BLACK HAGFISH  EE VERIFIED 6/8/20",48,1,39,1,6,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",7,Valid,"PACIFIC HAGFISH CHANGED TO BLACK HAGFISH  EE VERIFIED 6/8/20",41,0,29,0,10,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",8,Valid,"PACIFIC HAGFISH CHANGED TO BLACK HAGFISH  EE VERIFIED 6/8/20",44,1,40,0,2,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",9,Valid,"PACIFIC HAGFISH CHANGED TO BLACK HAGFISH  EE VERIFIED 6/8/20",41,0,33,0,7,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",10,Valid,"PACIFIC HAGFISH CHANGED TO BLACK HAGFISH  EE VERIFIED 6/8/20",44,1,28,0,12,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",11,Valid,EE VERIFIED 6/8/20,45,1,26,0,12,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",12,Valid,EE VERIFIED 6/8/20,45,0,34,0,9,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",13,Valid,EE VERIFIED 6/8/20,43,0,34,0,7,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",14,Valid,EE VERIFIED 6/8/20,42,0,20,0,20,1,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",15,Valid,"PACIFIC HAGFISH CHANGED TO BLACK HAGFISH  EE VERIFIED 6/8/20",46,2,31,0,11,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",16,Valid,EE VERIFIED 6/8/20,44,0,28,0,16,0,0
2020,Clarence Sablefish LL Survey,2,sisu,null,5,ADFG Conventional,18,Hidden Bay,315432,54.93417,-131.8072,54.91139,-131.8047,2020-05-15 07:06:28,2020-05-15 12:22:34,2020-05-15 12:30:13,2020-05-15 13:42:10,225,232,225,Mud,Opposite,SE,5-15 kts,"LAT AND LONG UPDATED WITH PAPER FORM  EE VERIFIED 6/10/20",17,Valid,EE VERIFIED 6/8/20,45,0,30,0,15,0,0
