Year,Project,Station_No,Trip_No,Set_No,Lat,Long,Avg_Depth_fms,hooks_tot,hooks_bait,hooks_bare,hooks_inval,sable_no,dogf_no,PSS_no
2004,Chatham Sablefish LL Survey,58,1,1,56.133,-134.580167,292,1120,607,266,19,189,0,0
2004,Chatham Sablefish LL Survey,6,1,13,56.675833,-134.426833,293,1125,621,123,55,289,0,1
2004,Chatham Sablefish LL Survey,7,1,14,56.7205,-134.441833,262,1089,544,174,57,258,0,1
2004,Chatham Sablefish LL Survey,8,1,10,56.748333,-134.553333,399,1130,594,175,85,243,0,0
2004,Chatham Sablefish LL Survey,9,2,1,56.7335,-134.4745,358,1125,290,451,62,288,0,0
2004,Clarence Sablefish LL Survey,11,2,9,54.832667,-131.696333,260,1114,8,604,16,415,26,0
2004,Clarence Sablefish LL Survey,12,2,16,54.812667,-131.883333,219,1125,0,889,7,185,14,0
2004,Clarence Sablefish LL Survey,14,2,18,54.864167,-131.71,227,1119,2,427,8,653,11,0
2004,Clarence Sablefish LL Survey,15,2,13,54.875333,-131.941667,236,1121,4,834,21,204,21,0
2004,Clarence Sablefish LL Survey,16,2,15,54.885,-131.931,230,1120,1,860,16,204,5,0
2004,Clarence Sablefish LL Survey,17,2,14,54.919833,-131.860333,225,1112,1,904,6,159,8,0
2004,Clarence Sablefish LL Survey,18,2,12,54.905667,-131.803,229,1118,2,776,6,294,6,0
2004,Clarence Sablefish LL Survey,2,2,7,54.662167,-131.9045,199,1118,118,446,31,372,71,0
2004,Clarence Sablefish LL Survey,20,1,13,54.9885,-131.712333,218,1096,1,767,15,250,30,0
2004,Clarence Sablefish LL Survey,21,1,14,55.045333,-131.817333,226,1111,2,876,45,138,12,0
2004,Clarence Sablefish LL Survey,26,1,15,55.183167,-131.901333,215,1103,12,689,19,227,57,1
2004,Clarence Sablefish LL Survey,27,1,16,55.255167,-131.929833,197,1136,60,597,26,316,80,0
2004,Clarence Sablefish LL Survey,3,2,10,54.728167,-131.7315,209,1119,2,780,6,297,8,0
2004,Clarence Sablefish LL Survey,30,1,17,55.318333,-131.929833,230,1119,0,913,29,130,11,0
2004,Clarence Sablefish LL Survey,31,1,18,55.307333,-131.977167,239,967,0,840,20,85,2,0
2004,Clarence Sablefish LL Survey,33,1,19,55.3685,-131.983,217,1121,0,1018,25,52,2,0
2004,Clarence Sablefish LL Survey,35,1,12,55.4315,-131.987167,248,1126,1,839,21,227,17,0
2004,Clarence Sablefish LL Survey,36,1,11,55.422,-131.951667,250,1115,2,673,13,293,106,0
2004,Clarence Sablefish LL Survey,37,1,10,55.486167,-132.0245,232,1108,39,788,27,190,16,1
2004,Clarence Sablefish LL Survey,39,1,9,55.524,-132.143167,273,1105,6,863,9,198,6,0
2004,Clarence Sablefish LL Survey,4,2,8,54.7195,-131.733333,210,1119,2,706,1,366,19,0
2004,Clarence Sablefish LL Survey,41,1,8,55.548167,-132.153167,257,1103,103,593,13,285,12,1
2004,Clarence Sablefish LL Survey,43,1,7,55.543167,-132.173333,205,1107,96,669,24,234,24,0
2004,Clarence Sablefish LL Survey,44,1,6,55.5885,-132.248333,275,1109,7,679,76,295,10,0
2004,Clarence Sablefish LL Survey,46,1,4,55.609167,-132.277667,313,1116,1,894,38,140,4,0
2004,Clarence Sablefish LL Survey,47,1,5,55.601483,-132.295133,260,1115,25,885,8,166,9,0
2004,Clarence Sablefish LL Survey,48,1,3,55.6235,-132.2605,340,1120,2,719,19,352,5,0
2004,Clarence Sablefish LL Survey,49,1,2,55.648,-132.284133,335,1116,2,923,4,115,5,0
2004,Clarence Sablefish LL Survey,5,2,11,54.772,-131.7125,225,1127,1,697,10,359,34,0
2004,Clarence Sablefish LL Survey,50,1,1,55.651667,-132.318333,360,1036,0,914,9,98,2,0
2004,Clarence Sablefish LL Survey,52,2,2,54.525333,-132.630667,198,1110,68,508,7,281,74,0
2004,Clarence Sablefish LL Survey,53,2,3,54.466667,-132.584,205,1122,236,322,16,405,9,0
2004,Clarence Sablefish LL Survey,54,2,1,54.473833,-132.362333,197,1108,170,434,41,202,110,0
2004,Clarence Sablefish LL Survey,55,2,4,54.507833,-131.816,195,1100,5,539,2,338,136,0
2004,Clarence Sablefish LL Survey,56,2,5,54.532167,-131.798333,188,1111,1,741,9,269,45,0
2004,Clarence Sablefish LL Survey,57,2,6,54.6285,-131.6925,229,1107,0,610,2,459,20,0
2004,Clarence Sablefish LL Survey,6,2,17,54.800167,-131.844,217,1114,0,843,6,221,17,0
2005,Chatham Sablefish LL Survey,1,1,8,56.548333,-134.5765,288,1090,229,164,38,579,1,2
2005,Chatham Sablefish LL Survey,10,2,2,56.8135,-134.53,379,1119,111,456,18,466,0,3
2005,Chatham Sablefish LL Survey,13,2,3,56.842333,-134.512167,214,1124,460,192,33,316,0,1
2005,Chatham Sablefish LL Survey,15,2,5,56.883333,-134.64,364,1134,255,262,95,446,0,1
2005,Chatham Sablefish LL Survey,16,2,4,56.880167,-134.5625,359,1116,370,243,69,377,0,0
2005,Chatham Sablefish LL Survey,18,2,6,57.033833,-134.710833,344,1127,215,394,28,378,0,1
2005,Chatham Sablefish LL Survey,19,2,7,57.023167,-134.7325,350,1128,313,397,17,358,0,1
2005,Chatham Sablefish LL Survey,21,2,8,57.1,-134.7015,349,1121,237,360,31,442,0,3
2005,Chatham Sablefish LL Survey,22,2,9,57.19,-134.8065,320,1112,668,153,16,211,0,0
2005,Chatham Sablefish LL Survey,23,2,10,57.2145,-134.6815,412,1119,661,135,29,254,0,2
2005,Chatham Sablefish LL Survey,24,2,11,57.233667,-134.679167,223,1124,308,274,17,368,0,3
2005,Chatham Sablefish LL Survey,25,2,12,57.277333,-134.6655,277,1127,342,314,40,363,0,0
2005,Chatham Sablefish LL Survey,27,2,15,57.313667,-134.746333,384,1125,489,236,4,311,0,2
2005,Chatham Sablefish LL Survey,28,2,14,57.311333,-134.712,299,1124,583,203,17,248,0,1
2005,Chatham Sablefish LL Survey,29,2,13,57.345833,-134.616833,291,1126,518,240,14,280,0,0
2005,Chatham Sablefish LL Survey,3,1,9,56.585667,-134.521333,357,1124,521,162,11,370,0,0
2005,Chatham Sablefish LL Survey,30,3,14,57.329833,-134.656833,288,1105,480,179,21,350,0,2
2005,Chatham Sablefish LL Survey,32,3,15,57.3775,-134.7685,349,1111,512,112,32,391,0,1
2005,Chatham Sablefish LL Survey,33,3,13,57.424333,-134.693833,290,1094,779,52,18,215,0,0
2005,Chatham Sablefish LL Survey,35,3,12,57.548167,-134.702,301,1105,624,125,31,285,0,2
2005,Chatham Sablefish LL Survey,37,3,11,57.5385,-134.753483,328,1115,671,104,17,283,0,3
2005,Chatham Sablefish LL Survey,39,3,10,57.57925,-134.704583,236,1109,418,142,30,481,0,4
2005,Chatham Sablefish LL Survey,4,1,10,56.663167,-134.580167,369,1080,238,328,23,457,0,0
2005,Chatham Sablefish LL Survey,41,3,8,57.694267,-134.875983,283,932,374,112,9,416,0,0
2005,Chatham Sablefish LL Survey,42,3,7,57.710917,-134.882867,287,1139,516,114,49,425,0,2
2005,Chatham Sablefish LL Survey,43,3,6,57.739517,-134.762967,280,1105,294,152,41,572,0,3
2005,Chatham Sablefish LL Survey,44,3,9,57.747817,-134.81295,273,1126,378,164,17,544,0,2
2005,Chatham Sablefish LL Survey,45,3,5,57.7905,-134.83515,305,1129,387,166,27,525,0,2
2005,Chatham Sablefish LL Survey,46,3,4,57.805167,-134.810667,251,1110,460,131,34,456,0,2
2005,Chatham Sablefish LL Survey,47,3,3,57.84615,-134.766733,258,1119,179,219,68,623,0,1
2005,Chatham Sablefish LL Survey,49,3,2,57.88015,-134.7826,270,1088,161,196,39,660,0,3
2005,Chatham Sablefish LL Survey,5,1,11,56.6755,-134.551667,377,1117,452,191,15,405,0,0
2005,Chatham Sablefish LL Survey,51,3,1,57.920233,-134.797133,290,1092,310,245,80,427,0,2
2005,Chatham Sablefish LL Survey,52,1,3,56.260333,-134.4545,394,1130,407,157,90,412,0,0
2005,Chatham Sablefish LL Survey,53,1,7,56.421167,-134.495,385,1119,246,371,24,470,0,0
2005,Chatham Sablefish LL Survey,54,1,5,56.307167,-134.583,343,1118,268,220,41,444,0,1
2005,Chatham Sablefish LL Survey,55,1,1,56.0885,-134.508,288,1109,226,237,18,556,0,0
2005,Chatham Sablefish LL Survey,56,1,6,56.406333,-134.6,304,1059,326,171,54,452,0,0
2005,Chatham Sablefish LL Survey,57,1,4,56.252667,-134.412167,379,1073,392,150,42,446,0,0
2005,Chatham Sablefish LL Survey,58,1,2,56.113,-134.581333,298,1045,271,261,23,410,0,1
2005,Chatham Sablefish LL Survey,6,1,14,56.676333,-134.4265,292,1081,324,243,7,445,0,0
2005,Chatham Sablefish LL Survey,7,1,13,56.72,-134.4415,262,1109,339,272,25,427,0,0
2005,Chatham Sablefish LL Survey,8,1,12,56.725,-134.553167,398,1077,516,156,28,357,0,0
2005,Chatham Sablefish LL Survey,9,2,1,56.733833,-134.474,358,1130,363,274,21,386,0,2
2006,Chatham Sablefish LL Survey,1,1,8,56.521167,-134.5765,288,1103,302,261,37,405,0,0
2006,Chatham Sablefish LL Survey,10,2,2,56.8135,-134.53,377,1108,248,276,25,443,0,0
2006,Chatham Sablefish LL Survey,13,2,3,56.842,-134.512667,213,1119,479,226,25,250,0,0
2006,Chatham Sablefish LL Survey,15,2,5,56.884667,-134.640167,364,1118,336,221,31,448,0,1
2006,Chatham Sablefish LL Survey,16,2,4,56.880333,-134.562333,358,1105,519,156,1,367,0,2
2006,Chatham Sablefish LL Survey,18,2,6,57.034833,-134.7115,346,1089,301,233,110,363,0,1
2006,Chatham Sablefish LL Survey,19,2,7,57.0225,-134.7325,348,1121,335,306,14,354,0,1
2006,Chatham Sablefish LL Survey,21,2,8,57.099667,-134.7015,349,1125,400,196,51,418,0,2
2006,Chatham Sablefish LL Survey,22,2,9,57.1915,-134.807167,320,1126,516,98,184,264,0,1
2006,Chatham Sablefish LL Survey,23,2,10,57.189333,-134.681667,362,1124,684,144,22,224,0,1
2006,Chatham Sablefish LL Survey,24,2,11,57.235333,-134.679,226,1115,272,317,14,323,0,0
2006,Chatham Sablefish LL Survey,25,2,12,57.276667,-134.665333,277,1111,412,207,40,381,0,0
2006,Chatham Sablefish LL Survey,27,2,15,57.315,-134.7465,383,1129,517,180,48,353,0,0
2006,Chatham Sablefish LL Survey,28,2,14,57.309833,-134.712,295,1134,619,156,11,272,0,0
2006,Chatham Sablefish LL Survey,29,2,13,57.346667,-134.616333,292,1125,470,173,11,386,0,1
2006,Chatham Sablefish LL Survey,3,1,9,56.586333,-134.521167,358,1112,633,158,39,253,0,0
2006,Chatham Sablefish LL Survey,30,3,14,57.328367,-134.656483,290,1097,495,274,15,268,0,1
2006,Chatham Sablefish LL Survey,32,3,15,57.378867,-134.767567,350,1114,572,143,46,264,0,1
2006,Chatham Sablefish LL Survey,33,3,13,57.423517,-134.693267,286,1118,816,65,57,135,0,0
2006,Chatham Sablefish LL Survey,35,3,12,57.521283,-134.701433,296,1117,711,101,49,226,0,0
2006,Chatham Sablefish LL Survey,37,3,11,57.5365,-134.7531,326,1120,720,101,49,201,0,0
2006,Chatham Sablefish LL Survey,39,3,10,57.57625,-134.700567,223,1091,497,243,41,268,0,0
2006,Chatham Sablefish LL Survey,4,1,10,56.662833,-134.58,369,1114,253,314,38,450,0,0
2006,Chatham Sablefish LL Survey,41,3,9,57.694833,-134.879283,281,1102,477,180,34,376,0,4
2006,Chatham Sablefish LL Survey,42,3,8,57.709067,-134.88075,291,1119,696,92,57,257,0,0
2006,Chatham Sablefish LL Survey,43,3,5,57.740417,-134.763817,266,1125,643,117,45,287,0,2
2006,Chatham Sablefish LL Survey,44,3,7,57.746067,-134.81185,272,1115,732,73,37,248,0,0
2006,Chatham Sablefish LL Survey,45,3,6,57.764617,-134.837333,284,1122,696,75,58,271,0,1
2006,Chatham Sablefish LL Survey,46,3,4,57.804567,-134.810367,254,1112,625,117,51,278,0,3
2006,Chatham Sablefish LL Survey,47,3,3,57.844533,-134.765783,259,1125,543,205,66,276,0,0
2006,Chatham Sablefish LL Survey,49,3,2,57.858567,-134.786667,268,1116,537,156,38,337,0,0
2006,Chatham Sablefish LL Survey,5,1,11,56.675333,-134.551667,375,1141,380,275,17,423,0,1
2006,Chatham Sablefish LL Survey,51,3,1,57.92,-134.797833,273,1094,353,258,34,385,0,1
2006,Chatham Sablefish LL Survey,52,1,3,56.233667,-134.454667,394,1111,243,185,89,513,0,0
2006,Chatham Sablefish LL Survey,53,1,7,56.420167,-134.494833,385,1132,363,265,23,463,0,0
2006,Chatham Sablefish LL Survey,54,1,5,56.3065,-134.583167,351,1099,397,139,57,343,0,0
2006,Chatham Sablefish LL Survey,55,1,2,56.111333,-134.509,287,1111,303,260,65,388,0,2
2006,Chatham Sablefish LL Survey,56,1,6,56.435833,-134.604667,305,1120,484,160,60,348,0,0
2006,Chatham Sablefish LL Survey,57,1,4,56.252167,-134.412,378,1115,404,171,36,465,0,0
2006,Chatham Sablefish LL Survey,58,1,1,56.136667,-134.580167,296,1177,421,150,32,481,0,0
2006,Chatham Sablefish LL Survey,6,1,13,56.654,-134.4275,294,1157,157,417,45,497,0,1
2006,Chatham Sablefish LL Survey,7,1,14,56.695333,-134.435,261,1114,423,282,16,346,1,0
2006,Chatham Sablefish LL Survey,8,1,12,56.717333,-134.553333,395,1106,379,294,44,363,0,0
2006,Chatham Sablefish LL Survey,9,2,1,56.735333,-134.475333,358,1114,519,164,32,329,0,0
2006,Clarence Sablefish LL Survey,11,2,14,54.8065,-131.696167,259,1126,46,706,23,267,26,0
2006,Clarence Sablefish LL Survey,12,2,12,54.812833,-131.884,220,1118,0,744,21,172,22,0
2006,Clarence Sablefish LL Survey,14,2,13,54.839167,-131.711833,229,1123,0,612,3,444,26,0
2006,Clarence Sablefish LL Survey,15,2,15,54.850167,-131.941,234,1123,2,797,29,170,27,0
2006,Clarence Sablefish LL Survey,16,2,16,54.889,-131.931167,231,1122,4,724,18,218,15,0
2006,Clarence Sablefish LL Survey,17,2,17,54.900667,-131.858333,227,1130,0,875,24,172,14,0
2006,Clarence Sablefish LL Survey,18,2,18,54.924667,-131.802667,227,1116,5,754,14,207,15,0
2006,Clarence Sablefish LL Survey,2,2,7,54.6625,-131.904833,200,1124,91,375,48,394,134,0
2006,Clarence Sablefish LL Survey,20,1,14,55.013667,-131.721833,217,1124,20,698,23,291,32,0
2006,Clarence Sablefish LL Survey,21,1,15,55.068,-131.822833,225,1124,3,903,19,136,15,0
2006,Clarence Sablefish LL Survey,26,1,16,55.1595,-131.909667,211,1120,204,580,7,164,27,0
2006,Clarence Sablefish LL Survey,27,1,17,55.255,-131.929667,197,1114,2,768,6,224,73,0
2006,Clarence Sablefish LL Survey,3,2,9,54.7275,-131.7315,210,1100,5,733,9,280,21,0
2006,Clarence Sablefish LL Survey,30,1,19,55.317,-131.929833,230,1123,0,926,9,121,30,0
2006,Clarence Sablefish LL Survey,31,1,18,55.331833,-132.002167,239,1121,1,1012,5,67,16,0
2006,Clarence Sablefish LL Survey,33,1,13,55.3685,-131.982167,217,1122,0,998,13,64,22,0
2006,Clarence Sablefish LL Survey,35,1,11,55.406167,-131.981667,248,1112,4,933,14,135,9,0
2006,Clarence Sablefish LL Survey,36,1,12,55.422667,-131.9525,251,1121,13,796,6,207,34,0
2006,Clarence Sablefish LL Survey,37,1,10,55.474167,-131.984167,240,1126,33,794,21,178,27,1
2006,Clarence Sablefish LL Survey,39,1,9,55.502167,-132.143333,271,1122,10,783,133,154,9,1
2006,Clarence Sablefish LL Survey,4,2,8,54.718667,-131.734,210,1123,5,721,9,314,23,0
2006,Clarence Sablefish LL Survey,41,1,7,55.535667,-132.115,249,1116,73,701,64,218,32,1
2006,Clarence Sablefish LL Survey,43,1,8,55.5185,-132.160333,207,1127,27,741,44,190,15,0
2006,Clarence Sablefish LL Survey,44,1,6,55.566833,-132.2245,276,1107,0,818,70,183,6,1
2006,Clarence Sablefish LL Survey,46,1,4,55.584167,-132.2535,309,1107,1,969,21,88,5,0
2006,Clarence Sablefish LL Survey,47,1,5,55.578,-132.274833,261,1112,0,925,6,152,5,0
2006,Clarence Sablefish LL Survey,48,1,2,55.601833,-132.240167,339,1095,3,750,90,230,5,2
2006,Clarence Sablefish LL Survey,49,1,3,55.626833,-132.275333,338,1112,0,998,5,89,1,0
2006,Clarence Sablefish LL Survey,5,2,10,54.772667,-131.7125,224,1119,1,742,18,311,17,0
2006,Clarence Sablefish LL Survey,50,1,1,55.632833,-132.312833,350,1120,2,1010,3,87,3,0
2006,Clarence Sablefish LL Survey,52,2,6,54.525,-132.675333,200,1123,290,261,13,337,41,0
2006,Clarence Sablefish LL Survey,53,2,5,54.466167,-132.5415,205,1114,119,302,19,317,31,0
2006,Clarence Sablefish LL Survey,54,2,4,54.474167,-132.361167,197,1122,187,256,16,413,27,0
2006,Clarence Sablefish LL Survey,55,2,2,54.480667,-131.8165,193,1121,3,473,20,497,62,0
2006,Clarence Sablefish LL Survey,56,2,3,54.5095,-131.800167,187,1115,4,590,21,358,68,0
2006,Clarence Sablefish LL Survey,57,2,1,54.628833,-131.6925,228,1127,0,691,80,309,9,0
2006,Clarence Sablefish LL Survey,6,2,11,54.776,-131.844833,215,1117,2,777,6,247,29,0
2007,Chatham Sablefish LL Survey,1,1,8,56.5205,-134.576667,288,1109,326,326,67,244,0,2
2007,Chatham Sablefish LL Survey,10,2,2,56.812333,-134.53,379,1113,74,503,8,462,0,1
2007,Chatham Sablefish LL Survey,13,2,3,56.842667,-134.513167,213,1118,182,493,42,344,1,0
2007,Chatham Sablefish LL Survey,15,2,5,56.911667,-134.639833,361,1116,134,386,25,476,0,6
2007,Chatham Sablefish LL Survey,16,2,4,56.881667,-134.5625,359,1130,111,336,171,449,0,1
2007,Chatham Sablefish LL Survey,18,2,6,57.035667,-134.710833,346,1119,243,402,65,300,0,3
2007,Chatham Sablefish LL Survey,19,2,7,57.022,-134.732333,346,1109,332,336,29,330,1,0
2007,Chatham Sablefish LL Survey,21,2,8,57.125,-134.7005,346,1131,262,362,26,395,0,1
2007,Chatham Sablefish LL Survey,22,2,9,57.189333,-134.806333,319,1106,560,160,42,228,0,0
2007,Chatham Sablefish LL Survey,23,2,10,57.189,-134.690333,420,1124,552,277,17,214,0,0
2007,Chatham Sablefish LL Survey,24,2,11,57.234167,-134.679,224,1115,402,312,25,197,0,1
2007,Chatham Sablefish LL Survey,25,2,12,57.303167,-134.665667,277,1133,431,201,49,317,0,1
2007,Chatham Sablefish LL Survey,27,2,15,57.3135,-134.746333,386,1123,363,308,31,337,0,2
2007,Chatham Sablefish LL Survey,28,2,14,57.310667,-134.711667,292,1118,497,318,32,203,0,0
2007,Chatham Sablefish LL Survey,29,2,13,57.346,-134.6165,292,1124,405,258,46,271,0,1
2007,Chatham Sablefish LL Survey,3,1,9,56.586667,-134.521667,358,1162,438,246,53,344,0,0
2007,Chatham Sablefish LL Survey,30,3,14,57.328833,-134.656833,290,1124,353,220,24,440,0,0
2007,Chatham Sablefish LL Survey,32,3,15,57.375,-134.767167,347,1120,451,158,26,427,0,1
2007,Chatham Sablefish LL Survey,33,3,13,57.4485,-134.691833,290,1119,589,106,56,306,0,0
2007,Chatham Sablefish LL Survey,35,3,11,57.5205,-134.700667,297,1118,558,157,21,337,0,3
2007,Chatham Sablefish LL Survey,37,3,12,57.566,-134.752583,318,1118,639,85,77,259,0,1
2007,Chatham Sablefish LL Survey,39,3,10,57.577983,-134.701183,220,1124,376,174,27,498,0,2
2007,Chatham Sablefish LL Survey,4,1,10,56.663,-134.58,368,1100,181,457,37,376,0,0
2007,Chatham Sablefish LL Survey,41,3,9,57.695167,-134.8785,282,1114,480,157,52,393,0,2
2007,Chatham Sablefish LL Survey,42,3,8,57.7095,-134.882333,291,1119,569,133,26,345,0,1
2007,Chatham Sablefish LL Survey,43,3,7,57.740533,-134.762317,272,1125,554,143,16,368,0,1
2007,Chatham Sablefish LL Survey,44,3,6,57.772167,-134.813833,272,1123,522,160,34,343,0,1
2007,Chatham Sablefish LL Survey,45,3,5,57.764167,-134.837333,282,1110,680,138,32,223,0,1
2007,Chatham Sablefish LL Survey,46,3,4,57.803333,-134.811,254,1123,469,166,20,420,0,1
2007,Chatham Sablefish LL Survey,47,3,3,57.8685,-134.770833,257,1104,328,190,46,469,0,1
2007,Chatham Sablefish LL Survey,49,3,2,57.876667,-134.781833,268,1120,318,168,49,509,0,3
2007,Chatham Sablefish LL Survey,5,1,11,56.674833,-134.552,375,1124,211,369,78,396,0,0
2007,Chatham Sablefish LL Survey,51,3,1,57.9407,-134.80235,277,1127,340,253,30,457,0,5
2007,Chatham Sablefish LL Survey,52,1,3,56.2585,-134.455,394,1150,109,358,124,538,0,0
2007,Chatham Sablefish LL Survey,53,1,7,56.419,-134.4945,386,1154,237,506,48,338,0,0
2007,Chatham Sablefish LL Survey,54,1,5,56.307,-134.583333,346,1140,421,233,46,262,0,1
2007,Chatham Sablefish LL Survey,55,1,1,56.088333,-134.508333,287,1119,147,285,94,499,0,2
2007,Chatham Sablefish LL Survey,56,1,6,56.437333,-134.605167,304,1115,408,234,25,331,0,1
2007,Chatham Sablefish LL Survey,57,1,4,56.250833,-134.412167,375,1111,371,200,52,428,0,0
2007,Chatham Sablefish LL Survey,58,1,2,56.134333,-134.579833,295,1114,292,376,58,325,0,0
2007,Chatham Sablefish LL Survey,6,1,14,56.676333,-134.426667,292,1119,126,431,57,443,0,1
2007,Chatham Sablefish LL Survey,7,1,13,56.719333,-134.441833,260,1135,425,226,38,361,0,0
2007,Chatham Sablefish LL Survey,8,1,12,56.749667,-134.553167,398,1105,317,351,30,306,0,1
2007,Chatham Sablefish LL Survey,9,2,1,56.733833,-134.474667,357,1117,188,372,33,434,0,0
2007,Clarence Sablefish LL Survey,11,2,9,54.806667,-131.6965,260,1100,10,497,22,436,75,0
2007,Clarence Sablefish LL Survey,12,2,16,54.837667,-131.880167,219,1114,1,917,12,121,20,0
2007,Clarence Sablefish LL Survey,14,2,18,54.8395,-131.713,228,1120,6,466,44,393,155,0
2007,Clarence Sablefish LL Survey,15,2,13,54.8345,-131.9405,235,1117,5,905,19,115,9,0
2007,Clarence Sablefish LL Survey,16,2,15,54.8895,-131.931,232,1120,1,924,33,89,22,0
2007,Clarence Sablefish LL Survey,17,2,14,54.901333,-131.858333,227,1128,1,878,32,98,15,0
2007,Clarence Sablefish LL Survey,18,2,12,54.906167,-131.803333,226,1120,6,740,23,231,19,0
2007,Clarence Sablefish LL Survey,2,2,7,54.662,-131.9045,198,1103,90,472,33,321,61,0
2007,Clarence Sablefish LL Survey,20,1,13,54.988167,-131.712,218,1119,16,681,10,249,106,0
2007,Clarence Sablefish LL Survey,21,1,14,55.047,-131.817333,228,1124,1,854,17,185,41,0
2007,Clarence Sablefish LL Survey,26,1,15,55.1595,-131.91,217,1128,90,526,13,112,196,0
2007,Clarence Sablefish LL Survey,27,1,16,55.255333,-131.929333,196,1124,44,590,43,327,73,0
2007,Clarence Sablefish LL Survey,3,2,10,54.746333,-131.7305,210,1127,1,636,83,162,20,0
2007,Clarence Sablefish LL Survey,30,1,17,55.292333,-131.934833,221,1125,0,941,8,101,63,0
2007,Clarence Sablefish LL Survey,31,1,18,55.307,-131.976667,240,1125,0,981,30,61,12,0
2007,Clarence Sablefish LL Survey,33,1,19,55.368667,-131.982833,220,1125,0,1055,13,39,8,0
2007,Clarence Sablefish LL Survey,35,1,12,55.405,-131.981333,246,1125,3,969,5,102,32,0
2007,Clarence Sablefish LL Survey,36,1,11,55.400333,-131.933333,255,1117,5,784,55,161,21,2
2007,Clarence Sablefish LL Survey,37,1,10,55.473667,-131.983,240,1124,57,810,14,145,21,0
2007,Clarence Sablefish LL Survey,39,1,9,55.501,-132.134333,273,1125,2,840,33,153,7,0
2007,Clarence Sablefish LL Survey,4,2,8,54.698667,-131.734833,210,1122,1,666,22,342,20,0
2007,Clarence Sablefish LL Survey,41,1,8,55.535,-132.1135,232,1118,123,598,54,175,7,2
2007,Clarence Sablefish LL Survey,43,1,7,55.518167,-132.159833,213,1119,128,543,17,260,31,1
2007,Clarence Sablefish LL Survey,44,1,6,55.568667,-132.2255,273,1125,5,661,40,352,8,5
2007,Clarence Sablefish LL Survey,46,1,4,55.648167,-132.284,308,1141,4,824,23,245,6,0
2007,Clarence Sablefish LL Survey,47,1,5,55.5785,-132.2765,261,1122,2,816,12,224,13,0
2007,Clarence Sablefish LL Survey,48,1,3,55.623333,-132.260667,339,1115,6,714,58,303,4,1
2007,Clarence Sablefish LL Survey,49,1,2,55.648167,-132.284,341,1122,1,900,25,142,6,1
2007,Clarence Sablefish LL Survey,5,2,11,54.773833,-131.7125,224,1123,1,799,66,195,13,0
2007,Clarence Sablefish LL Survey,50,1,1,55.6535,-132.318833,371,1117,2,923,22,101,10,0
2007,Clarence Sablefish LL Survey,52,2,2,54.525333,-132.630167,201,1105,85,341,22,339,36,0
2007,Clarence Sablefish LL Survey,53,2,3,54.466667,-132.546167,204,1096,61,548,40,293,5,0
2007,Clarence Sablefish LL Survey,54,2,1,54.474167,-132.362833,198,1098,163,359,62,322,17,0
2007,Clarence Sablefish LL Survey,55,2,4,54.482167,-131.816,195,1117,28,524,40,397,35,0
2007,Clarence Sablefish LL Survey,56,2,5,54.532333,-131.798833,189,1120,2,703,22,270,42,0
2007,Clarence Sablefish LL Survey,57,2,6,54.628,-131.692,219,1122,0,708,14,266,18,0
2007,Clarence Sablefish LL Survey,6,2,17,54.775667,-131.844833,215,1129,1,833,27,174,26,0
2008,Chatham Sablefish LL Survey,1,1,8,56.547583,-134.57685,287,1110,276,249,30,433,0,2
2008,Chatham Sablefish LL Survey,10,2,2,56.813167,-134.53,379,1089,15,507,32,486,0,1
2008,Chatham Sablefish LL Survey,13,2,3,56.8435,-134.5125,212,1124,260,323,32,381,0,0
2008,Chatham Sablefish LL Survey,15,2,5,56.905667,-134.639667,363,1118,111,356,42,541,0,0
2008,Chatham Sablefish LL Survey,16,2,4,56.879667,-134.5625,361,1099,223,294,91,393,0,1
2008,Chatham Sablefish LL Survey,18,2,6,57.033667,-134.711333,343,1124,263,342,19,417,0,0
2008,Chatham Sablefish LL Survey,19,2,7,57.022,-134.732167,347,1119,377,279,44,314,0,1
2008,Chatham Sablefish LL Survey,21,2,8,57.125333,-134.701167,347,1110,196,354,15,472,0,1
2008,Chatham Sablefish LL Survey,22,2,9,57.167833,-134.79,320,1118,587,155,22,225,0,0
2008,Chatham Sablefish LL Survey,23,2,10,57.189,-134.690667,420,1123,699,147,21,206,0,2
2008,Chatham Sablefish LL Survey,24,2,11,57.233667,-134.679333,223,1112,306,280,22,332,1,2
2008,Chatham Sablefish LL Survey,25,2,12,57.298833,-134.665833,276,1120,360,257,35,376,0,0
2008,Chatham Sablefish LL Survey,27,2,13,57.339167,-134.746333,378,1117,501,212,24,340,0,0
2008,Chatham Sablefish LL Survey,28,2,14,57.311167,-134.711833,288,1119,568,203,34,232,0,0
2008,Chatham Sablefish LL Survey,29,2,15,57.325,-134.616667,294,1117,484,196,26,322,0,0
2008,Chatham Sablefish LL Survey,3,1,9,56.586333,-134.5215,357,1107,498,181,77,264,0,0
2008,Chatham Sablefish LL Survey,30,3,14,57.353283,-134.6547,290,1109,481,160,44,371,0,2
2008,Chatham Sablefish LL Survey,32,3,15,57.37695,-134.766833,348,1118,579,128,51,264,0,0
2008,Chatham Sablefish LL Survey,33,3,13,57.44805,-134.692683,281,1114,724,55,44,201,0,0
2008,Chatham Sablefish LL Survey,35,3,11,57.520317,-134.7008,304,1127,691,110,34,243,0,1
2008,Chatham Sablefish LL Survey,37,3,12,57.564533,-134.7523,322,1117,818,62,34,158,0,0
