Year,Survey Country,Geographic Area Name,Geographic Area Code,NPFMC Sablefish Mgmt Area,Species Code,Common Name,Depth Stratum,Stratum Description,Geographic Area Size (km) ,Exploitable,Count Stations,Count Index Stations ,Mean Length (cm),Mean Weight (kg),CPUE,RPN,RPW
1979,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",1,0-100m,,1,3,3,,,0,,
1979,Japan,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",2b,151-200m,2202,1,5,5,,,0,0,0
1979,Japan,SW Aleutians slope,17,Aleutians,310,"""Spiny dogfish""",4,301-400m,1570,1,1,1,,,0,0,0
1979,Japan,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,2737,1,9,4,,,0.036185666185666,99.0401683501684,0
2013,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",1,0-100m,,1,1,1,,,0,,
2013,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,3,3,,,0,0,0
2013,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,1,1,,,0,0,0
2013,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,1,1,,,0,0,0
2012,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,69.5,2.7537879069195,2.41666666666667,456.75,1288.94603704172
2012,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,73.4424376967082,3.27470395427659,1.23558870412677,371.912199942157,1254.93307217422
2011,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
2011,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,3,3,,,0,0,0
2011,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,3,3,,,0,0,0
2010,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,6,6,62.481149559811,1.97128808776611,0.62973156001655,561.090819974746,1173.22286941485
2010,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,7,70.1176470588235,2.83136611898885,0.043556848244348,38.8091517857143,66.1892846267494
2010,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,8,,,0,0,0
2010,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
2010,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,7,7,,,0,0,0
2010,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,68.2222222222222,2.5979178131246,0.21635400219445,274.336874782562,730.043734829634
2009,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1675,1,2,2,,,0,0,0
2009,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",3,201-300m,1030,1,3,3,,,0,0,0
2009,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,2,2,,,0,0,0
2009,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1050,1,1,1,,,0,0,0
2008,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,6,1,,,0.459064359682092,409.026344476744,0
2008,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,3,,,0.099421296296296,88.584375,0
2008,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,5,,,0.188721678463543,155.129219697033,0
2008,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,6,3,,,0.055069124423963,64.1555299539171,0
2007,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0,,
2007,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,793,1,1,1,,,0.981002320812602,777.934840404394,0
2007,United States,Dixon Entrance,55,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,58,1,1,1,,,0.162167060130019,9.40568948754107,0
2006,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,891,1,6,6,,,1.52984431591608,1363.09128548123,0
2006,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,6,,,0.00539095371669,4.43136395511922,0
2006,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
2006,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,7,7,,,0,0,0
2005,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0,,
2005,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,4,4,,,0,0,0
2005,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",4,301-400m,840,1,3,3,,,0,0,0
2005,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,3,3,,,0,0,0
2005,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1050,1,2,2,,,0,0,0
2004,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,5,,,0.043241279069767,38.5279796511628,0
2004,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,822,1,8,8,,,0,0,0
2004,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
2004,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
2003,United States,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,0,0,1,1,,,0,0,0
2003,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,2,2,,,0,0,0
2002,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,250,1,1,1,,,1.15274841437632,288.18710359408,0
2002,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,1248,1,3,3,,,0,0,0
2002,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,2742,1,1,1,,,0,0,0
2002,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",3,201-300m,992,1,7,2,,,0.269731148273263,267.573299087077,0
2001,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,3,3,,,0,0,0
2001,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",3,201-300m,1030,1,2,2,,,0,0,0
2001,United States,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2296,1,7,7,,,0,0,0
2001,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,250,1,1,1,,,0,0,0
2001,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,6,,,0.027725563909774,34.5183270676692,0
2001,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",4,301-400m,302,0,1,1,,,0.019745502413339,5.96314172882843,0
2001,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,,,0.20188188494492,255.986230110159,0
2000,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,2,,,0.047619047619048,23.9047619047619,0
2000,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
2000,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,6,,,0.003267045454545,3.28664772727273,0
2000,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,50,1,2,1,,,0.076923076923077,3.84615384615385,0
2000,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",4,301-400m,992,1,8,6,,,0.022903453136011,22.7202255109232,0
1999,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,2,2,,,0,0,0
1999,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,3,3,,,0,0,0
1999,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",3,201-300m,1030,1,4,4,,,0,0,0
1999,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",4,301-400m,840,1,4,4,,,0,0,0
1999,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,4,4,,,0,0,0
1999,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,2,2,,,0,0,0
1998,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,8,8,,,0,0,0
1998,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1997,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,5,5,,,0,0,0
1997,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,5,5,,,0,0,0
1997,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,4,4,,,0,0,0
1997,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",6,601-800m,920,1,3,3,,,0,0,0
1997,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,1050,1,1,1,,,0,0,0
1996,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,1462,1,5,4,,,0.007407407407407,10.8296296296296,0
1996,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,218,0,1,1,,,0,0,0
1996,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",4,301-400m,302,0,1,1,,,0,0,0
1996,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",4,301-400m,768,0,1,1,,,0.012626262626263,9.6969696969697,0
1995,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,8,8,,,0,0,0
1995,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0.239177489177489,45.2045454545455,0
1995,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,1,,,0.009433962264151,1.78301886792453,0
1994,Japan,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",5,401-600m,1270,1,3,3,,,0,0,0
1994,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,9,6,,,0.003588122983738,13.1755875962868,0
1994,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1994,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1626,1,4,4,,,0,0,0
1994,Japan,SW Aleutians slope,17,Aleutians,310,"""Spiny dogfish""",3,201-300m,1440,1,6,6,,,0,0,0
1994,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",7,801-1000m,1165,1,6,6,,,0,0,0
1994,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,5116,1,5,3,,,0.091666666666667,468.966666666667,0
1994,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1533,1,7,6,,,0.004608294930876,7.06451612903226,0
1994,United States,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,6,6,,,0,0,0
1993,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,6,6,,,0,0,0
1993,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,5,5,,,0,0,0
1993,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,5,5,,,0,0,0
1993,Japan,Bering 5 slope,5,Bering Sea,310,"""Spiny dogfish""",4,301-400m,,1,4,4,,,0,,
1993,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,2296,1,5,5,,,0,0,0
1993,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",3,201-300m,2141,1,8,8,,,0,0,0
1993,Japan,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",6,601-800m,1629,1,9,9,,,0,0,0
1993,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,5116,1,5,3,,,0.048333333333333,247.273333333333,0
1993,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,2,2,,,0,0,0
1993,United States,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",7,801-1000m,1248,1,3,3,,,0,0,0
1993,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,8,,,0,0,0
1992,Japan,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,2269,1,9,9,,,0,0,0
1992,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",6,601-800m,1245,1,8,8,,,0,0,0
1992,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
1992,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",4,301-400m,302,0,1,1,,,0.016129032258065,4.87096774193548,0
1992,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,,,0.077922077922078,98.8051948051948,0
1991,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
1991,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",5,401-600m,3800,1,7,7,,,0,0,0
1991,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,6,,,0.011057692307692,9.85240384615385,0
1991,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1991,United States,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",5,401-600m,0,0,1,1,,,5.11363636363636,0,0
1991,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,225,1,3,2,,,0.155586177388503,35.0068899124132,0
1991,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",4,301-400m,302,0,1,1,,,0,0,0
1991,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,,,0.013698630136986,17.3698630136986,0
1991,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",4,301-400m,768,0,1,1,,,0.012820512820513,9.84615384615385,0
1990,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0.025,,
1990,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,8,8,,,0,0,0
1990,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,502,1,3,2,,,0.033333333333333,16.7333333333333,0
1990,United States,Shelikof Trough,31,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,4066,0,2,2,,,0,0,0
1990,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",7,801-1000m,1282,1,6,6,,,0,0,0
1990,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,218,0,1,1,,,0.070532915360502,15.3761755485893,0
1990,United States,W-Grounds,41,West Yakutat,310,"""Spiny dogfish""",4,301-400m,302,0,2,2,,,0,0,0
1990,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,,,0,0,0
1989,Japan,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",5,401-600m,3010,1,6,6,,,0,0,0
1989,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,7,7,,,0,0,0
1989,United States,Alsek Strath,43,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,565,0,2,2,,,0,0,0
1989,United States,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,,,0,,
1989,United States,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,395,1,3,3,,,0,0,0
1989,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",3,201-300m,1268,0,1,1,,,0.039256198347107,49.7768595041322,0
1989,United States,Yakutat Valley,42,West Yakutat,310,"""Spiny dogfish""",4,301-400m,768,0,1,1,,,0,0,0
1988,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,6,6,,,0,0,0
1988,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,0,0,0
1988,Japan,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",2b,151-200m,1596,1,7,7,,,0,0,0
1988,United States,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",2b,151-200m,5168,0,2,2,,,0.414668280438376,2143.00567330553,0
1988,United States,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,6346,0,3,3,,,0.395607826053149,2510.52726413328,0
1988,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2a,101-150m,,1,1,1,,,0,,
1988,United States,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",2b,151-200m,5116,1,5,3,,,0.12466037589149,637.762483060864,0
1987,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,4,4,,,0,0,0
1987,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1533,1,6,4,,,0.012566371681416,19.2642477876106,0
1987,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,6,6,,,0,0,0
1987,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,502,1,3,3,,,0,0,0
1987,Japan,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0,,
1987,Japan,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",4,301-400m,2096,1,7,7,,,0,0,0
1987,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,0.270833333333333,,
1986,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,5,5,,,0,,
1986,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,5,5,,,0,0,0
1986,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",3,201-300m,1030,1,5,5,,,0,0,0
1986,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,5,4,,,0.005232558139535,4.275,0
1986,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,8,7,,,0.006833538083538,6.08868243243243,0
1985,Japan,Amatuli Gully,36,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,6346,0,1,1,,,0.023255813953488,147.581395348837,0
1985,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,7,7,,,0,0,0
1985,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",4,301-400m,840,1,4,3,,,0.022727272727273,19.0909090909091,0
1985,Japan,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1985,Japan,SW Aleutians slope,17,Aleutians,310,"""Spiny dogfish""",1,0-100m,,1,5,5,,,0,,
1985,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,1006,1,8,8,,,0,0,0
1985,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1985,Japan,W Yakutat slope,38,West Yakutat,310,"""Spiny dogfish""",3,201-300m,992,1,4,4,,,0,0,0
1984,Japan,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",5,401-600m,960,1,4,4,,,0,0,0
1984,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",3,201-300m,1533,1,7,2,,,0.023007630402588,35.270697407168,0
1984,Japan,East Yakutat slope,39,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
1984,Japan,Kodiak slope,35,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,1480,1,9,7,,,0.008994708994709,13.3121693121693,0
1983,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,3,3,,,0,,
1983,Japan,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,5,5,,,0,0,0
1983,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,5,4,,,0.006060606060606,4.95151515151515,0
1982,Japan,Chirikof slope,30,Central Gulf of Alaska,310,"""Spiny dogfish""",4,301-400m,817,1,5,4,,,0.007142857142857,5.83571428571429,0
1982,Japan,SE Aleutians slope,18,Aleutians,310,"""Spiny dogfish""",2b,151-200m,2202,1,8,4,,,0.029166666666667,64.225,0
1982,Japan,SW Aleutians slope,17,Aleutians,310,"""Spiny dogfish""",6,601-800m,2820,1,5,5,,,0,0,0
1982,Japan,Shumagin Slope,25,Western Gulf of Alaska,310,"""Spiny dogfish""",1,0-100m,,1,1,1,,,0,,
1981,Japan,SW Aleutians slope,17,Aleutians,310,"""Spiny dogfish""",1,0-100m,,1,2,2,,,0,,
1981,Japan,SW Aleutians slope,17,Aleutians,310,"""Spiny dogfish""",3,201-300m,1440,1,5,4,,,0.02,28.8,0
1981,Japan,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,,,0.114285714285714,,
1980,Japan,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,891,1,7,7,,,0,0,0
2013,United States,Bering 1 slope,9,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,548,1,1,1,,,0,0,0
2013,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",4,301-400m,2090,1,3,3,,,0,0,0
2012,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,122,1,2,2,64.954588463186,2.22686087811383,0.234886910688102,28.6562031039484,68.0262518449363
2012,United States,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",2a,101-150m,,0,1,1,80.32,4.33755125185591,0.563131313131313,,
2012,United States,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",2b,151-200m,,0,1,1,80.32,4.33755125185591,2.01202128516954,,
2012,United States,Southeast Shelf,49,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,,0,1,1,65.8269230769231,2.32212378190721,3.22763771962581,,
2011,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,1,1,,,0,0,0
2010,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,610,1,2,2,63.874251497006,2.11261952469537,0.094886363636364,57.8806818181818,124.922616347479
2009,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2a,101-150m,,1,2,2,,,0,,
2009,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,1846,1,2,2,,,0,0,0
2009,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",3,201-300m,600,1,3,3,,,0,0,0
2009,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,3,3,,,0,0,0
2009,United States,Bering 4 slope,6,Bering Sea,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
2008,United States,Southeast slope,45,East Yakutat/Southeast,310,"""Spiny dogfish""",8,1001-1200m,,1,1,1,,,0,,
2008,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",3,201-300m,189,1,1,1,,,0,0,0
2008,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,301,1,2,2,,,3.24981060606061,978.192992424242,0
2008,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",6,601-800m,50,1,2,2,,,3.24981060606061,162.49053030303,0
2007,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,3,3,,,0,0,0
2007,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",3,201-300m,2440,1,4,4,,,0,0,0
2007,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",4,301-400m,2090,1,4,4,,,0,0,0
2007,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,4,4,,,0,0,0
2007,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",5,401-600m,890,1,4,4,,,0,0,0
2007,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",7,801-1000m,900,1,1,1,,,0,0,0
2006,United States,NE Aleutians slope,15,Aleutians,310,"""Spiny dogfish""",1,0-100m,,1,2,2,,,0,,
2006,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,610,1,2,2,,,0.583815140945757,356.127235976912,0
2006,United States,Spencer Gully,46,East Yakutat/Southeast,310,"""Spiny dogfish""",4,301-400m,189,1,2,2,,,1.40831842576029,266.172182468694,0
2005,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",2b,151-200m,3672,1,3,2,,,0.006172839506173,22.6666666666667,0
2005,United States,Bering 2 slope,8,Bering Sea,310,"""Spiny dogfish""",5,401-600m,3010,1,4,4,,,0,0,0
2005,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",4,301-400m,520,1,4,4,,,0,0,0
2005,United States,Bering 3 slope,7,Bering Sea,310,"""Spiny dogfish""",6,601-800m,1160,1,4,4,,,0,0,0
2004,United States,Ommaney Trench,47,East Yakutat/Southeast,310,"""Spiny dogfish""",5,401-600m,122,1,2,2,,,0.071016294200354,8.66398789244315,0
